,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,AOU,n_rutas,first_year,last_year,timeseries length,English_Common_Name,French_Common_Name,Order,Family,Genus,Species,prct_years
539,538,538,559,559,6070,11613,1968,2023,55,Western Tanager,Piranga à tête rouge,Passeriformes,Cardinalidae,Piranga,ludoviciana,0.5818181818181818
538,539,539,358,358,4230,27286,1968,2023,55,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaetura,pelagica,0.5818181818181818
537,540,540,400,400,4610,29750,1968,2023,55,Eastern Wood-Pewee,Pioui de l'Est,Passeriformes,Tyrannidae,Contopus,virens,0.5818181818181818
536,541,541,387,387,4470,16129,1968,2023,55,Western Kingbird,Tyran de l'Ouest,Passeriformes,Tyrannidae,Tyrannus,verticalis,0.5818181818181818
535,534,534,635,635,6750,7355,1968,2023,55,Northern Waterthrush,Paruline des ruisseaux,Passeriformes,Parulidae,Parkesia,noveboracensis,0.5818181818181818
543,543,543,438,438,4890,767,1972,2022,50,,,,,,,0.58
544,544,544,463,463,5077,35,1997,2023,26,unid. Bullock's Oriole / Baltimore Oriole,unid Oriole de Baltimore / Oriole de Bullock's,Passeriformes,Icteridae,Icterus,bullockii / galbula,0.5769230769230769
545,545,545,291,291,3690,22,1997,2023,26,Spotted Owl,Chouette tachetée,Strigiformes,Strigidae,Strix,occidentalis,0.5769230769230769
546,546,546,142,142,2010,11564,1969,2023,54,Green Heron,Héron vert,Pelecaniformes,Ardeidae,Butorides,virescens,0.5740740740740741
550,547,547,214,214,2890,19671,1967,2023,56,Northern Bobwhite,Colin de Virginie,Galliformes,Odontophoridae,Colinus,virginianus,0.5714285714285714
549,548,548,314,314,3870,24127,1967,2023,56,Yellow-billed Cuckoo,Coulicou à bec jaune,Cuculiformes,Cuculidae,Coccyzus,americanus,0.5714285714285714
548,549,549,42,42,570,17,1998,2019,21,Heermann's Gull,Goéland de Heermann,Charadriiformes,Laridae,Larus,heermanni,0.5714285714285714
547,550,550,657,657,7030,32341,1967,2023,56,Northern Mockingbird,Moqueur polyglotte,Passeriformes,Mimidae,Mimus,polyglottos,0.5714285714285714
551,551,551,551,551,5970,20042,1967,2023,56,Blue Grosbeak,Guiraca bleu,Passeriformes,Cardinalidae,Passerina,caerulea,0.5714285714285714
552,552,552,359,359,4240,1252,1972,2023,51,Vaux's Swift,Martinet de Vaux,Apodiformes,Apodidae,Chaetura,vauxi,0.5686274509803921
553,553,553,237,237,3120,2575,1972,2023,51,Band-tailed Pigeon,Pigeon à queue barrée,Columbiformes,Columbidae,Patagioenas,fasciata,0.5686274509803921
554,554,554,321,321,3920,1977,1977,2023,46,unid. woodpecker,unid Pic sp.,Piciformes,Picidae,Woodpecker,sp.,0.5652173913043478
574,559,559,605,605,6470,3258,1968,2023,55,Tennessee Warbler,Paruline obscure,Passeriformes,Parulidae,Leiothlypis,peregrina,0.5636363636363636
573,560,560,424,424,4780,7696,1968,2023,55,Steller's Jay,Geai de Steller,Passeriformes,Corvidae,Cyanocitta,stelleri,0.5636363636363636
572,561,561,642,642,6830,19707,1968,2023,55,Yellow-breasted Chat,Ictérie polyglotte,Passeriformes,Icteriidae,Icteria,virens,0.5636363636363636
571,562,562,539,539,5870,26141,1968,2023,55,Eastern Towhee,Tohi à flancs roux,Passeriformes,Passerellidae,Pipilo,erythrophthalmus,0.5636363636363636
558,571,571,336,336,4050,25608,1968,2023,55,Pileated Woodpecker,Grand Pic,Piciformes,Picidae,Dryocopus,pileatus,0.5636363636363636
557,572,572,516,516,5630,22929,1968,2023,55,Field Sparrow,Bruant des champs,Passeriformes,Passerellidae,Spizella,pusilla,0.5636363636363636
556,573,573,541,541,5880,10909,1968,2023,55,Spotted Towhee,Tohi tacheté,Passeriformes,Passerellidae,Pipilo,maculatus,0.5636363636363636
555,574,574,474,474,5170,9988,1968,2023,55,Purple Finch,Roselin pourpré,Passeriformes,Fringillidae,Haemorhous,purpureus,0.5636363636363636
570,563,563,606,606,6480,17453,1968,2023,55,Northern Parula,Paruline à collier,Passeriformes,Parulidae,Setophaga,americana,0.5636363636363636
569,564,564,617,617,6590,11347,1968,2023,55,Chestnut-sided Warbler,Paruline à flancs marron,Passeriformes,Parulidae,Setophaga,pensylvanica,0.5636363636363636
568,565,565,631,631,6710,16616,1968,2023,55,Pine Warbler,Paruline des pins,Passeriformes,Parulidae,Setophaga,pinus,0.5636363636363636
567,566,566,461,461,5060,19830,1968,2023,55,Orchard Oriole,Oriole des vergers,Passeriformes,Icteridae,Icterus,spurius,0.5636363636363636
566,567,567,270,270,3430,4753,1968,2023,55,Broad-winged Hawk,Petite Buse,Accipitriformes,Accipitridae,Buteo,platypterus,0.5636363636363636
565,568,568,503,503,5480,2074,1968,2023,55,LeConte's Sparrow,Bruant de LeConte,Passeriformes,Passerellidae,Ammospiza,leconteii,0.5636363636363636
564,569,569,683,683,7310,28759,1968,2023,55,Tufted Titmouse,Mésange bicolore,Passeriformes,Paridae,Baeolophus,bicolor,0.5636363636363636
563,570,570,670,670,7180,25099,1968,2023,55,Carolina Wren,Troglodyte de Caroline,Passeriformes,Troglodytidae,Thryothorus,ludovicianus,0.5636363636363636
562,555,555,695,695,7360,19077,1968,2023,55,Carolina Chickadee,Mésange de Caroline,Passeriformes,Paridae,Poecile,carolinensis,0.5636363636363636
561,556,556,702,702,7430,2996,1968,2023,55,Bushtit,Orite buissonnière,Passeriformes,Aegithalidae,Psaltriparus,minimus,0.5636363636363636
560,557,557,406,406,4650,13992,1968,2023,55,Acadian Flycatcher,Moucherolle vert,Passeriformes,Tyrannidae,Empidonax,virescens,0.5636363636363636
559,558,558,639,639,6790,5803,1968,2023,55,Mourning Warbler,Paruline triste,Passeriformes,Parulidae,Geothlypis,philadelphia,0.5636363636363636
578,579,579,560,560,6080,16700,1968,2023,55,Scarlet Tanager,Piranga écarlate,Passeriformes,Cardinalidae,Piranga,olivacea,0.5636363636363636
577,580,580,582,582,6280,15818,1968,2023,55,Yellow-throated Vireo,Viréo à gorge jaune,Passeriformes,Vireonidae,Vireo,flavifrons,0.5636363636363636
580,575,575,554,554,5990,6625,1968,2023,55,Lazuli Bunting,Passerin azuré,Passeriformes,Cardinalidae,Passerina,amoena,0.5636363636363636
579,576,576,340,340,4090,30495,1968,2023,55,Red-bellied Woodpecker,Pic à ventre roux,Piciformes,Picidae,Melanerpes,carolinus,0.5636363636363636
576,577,577,233,233,3091,13289,1968,2023,55,Ring-necked Pheasant,Faisan de Colchide,Galliformes,Phasianidae,Phasianus,colchicus,0.5636363636363636
575,578,578,584,584,6291,4779,1968,2023,55,Cassin's Vireo,Viréo de Cassin,Passeriformes,Vireonidae,Vireo,cassinii,0.5636363636363636
581,581,581,9,9,77,23,1998,2023,25,unid. loon,plongeon sp.,Gaviiformes,Gaviidae,Gavia,sp.,0.56
582,582,582,563,563,6110,19489,1969,2023,54,Purple Martin,Hirondelle noire,Passeriformes,Hirundinidae,Progne,subis,0.5555555555555556
586,587,587,707,707,7510,23345,1969,2023,54,Blue-gray Gnatcatcher,Gobemoucheron gris-bleu,Passeriformes,Polioptilidae,Polioptila,caerulea,0.5555555555555556
585,584,584,348,348,4160,5912,1969,2023,54,Chuck-will's-widow,Engoulevent de Caroline,Caprimulgiformes,Caprimulgidae,Antrostomus,carolinensis,0.5555555555555556
584,585,585,589,589,6310,17839,1969,2023,54,White-eyed Vireo,Viréo aux yeux blancs,Passeriformes,Vireonidae,Vireo,griseus,0.5555555555555556
587,583,583,439,439,4900,9355,1969,2023,54,Fish Crow,Corneille de rivage,Passeriformes,Corvidae,Corvus,ossifragus,0.5555555555555556
583,586,586,117,117,1725,21,2005,2023,18,Cackling Goose,Bernache de Hutchins,Anseriformes,Anatidae,Branta,hutchinsii,0.5555555555555556
588,588,588,7,7,60,3653,1967,2023,56,Pied-billed Grebe,Grèbe à bec bigarré,Podicipediformes,Podicipedidae,Podilymbus,podiceps,0.5535714285714286
590,589,589,92,92,1440,8657,1972,2023,51,Wood Duck,Canard branchu,Anseriformes,Anatidae,Aix,sponsa,0.5490196078431373
589,590,590,131,131,1900,3385,1972,2023,51,American Bittern,Butor d'Amérique,Pelecaniformes,Ardeidae,Botaurus,lentiginosus,0.5490196078431373
598,599,599,570,570,6160,6559,1968,2023,55,Bank Swallow,Hirondelle de rivage,Passeriformes,Hirundinidae,Riparia,riparia,0.5454545454545454
597,600,600,482,482,5240,13,1997,2019,22,Gray-crowned Rosy-Finch,Roselin à tête grise,Passeriformes,Fringillidae,Leucosticte,tephrocotis,0.5454545454545454
596,601,601,192,192,2610,5405,1968,2023,55,Upland Sandpiper,Maubèche des champs,Charadriiformes,Scolopacidae,Bartramia,longicauda,0.5454545454545454
595,594,594,623,623,6650,3695,1968,2023,55,Black-throated Gray Warbler,Paruline grise,Passeriformes,Parulidae,Setophaga,nigrescens,0.5454545454545454
594,595,595,633,633,6730,9477,1968,2023,55,Prairie Warbler,Paruline des prés,Passeriformes,Parulidae,Setophaga,discolor,0.5454545454545454
601,591,591,643,643,6840,10719,1968,2023,55,Hooded Warbler,Paruline à capuchon,Passeriformes,Parulidae,Setophaga,citrina,0.5454545454545454
600,593,593,465,465,5080,9493,1968,2023,55,Bullock's Oriole,Oriole de Bullock,Passeriformes,Icteridae,Icterus,bullockii,0.5454545454545454
599,592,592,637,637,6770,7846,1968,2023,55,Kentucky Warbler,Paruline du Kentucky,Passeriformes,Parulidae,Geothlypis,formosa,0.5454545454545454
592,597,597,671,671,7190,6861,1968,2023,55,Bewick's Wren,Troglodyte de Bewick,Passeriformes,Troglodytidae,Thryomanes,bewickii,0.5454545454545454
593,596,596,679,679,7270,26134,1968,2023,55,White-breasted Nuthatch,Sittelle à poitrine blanche,Passeriformes,Sittidae,Sitta,carolinensis,0.5454545454545454
591,598,598,723,723,7660,30707,1968,2023,55,Eastern Bluebird,Merlebleu de l'Est,Passeriformes,Turdidae,Sialia,sialis,0.5454545454545454
602,602,602,484,484,5260,13,1997,2021,24,Brown-capped Rosy-Finch,Roselin à tête brune,Passeriformes,Fringillidae,Leucosticte,australis,0.5416666666666666
603,603,603,65,65,1190,19,1997,2021,24,Great Cormorant,Grand Cormoran,Suliformes,Phalacrocoracidae,Phalacrocorax,carbo,0.5416666666666666
604,604,604,184,184,2500,25,1997,2023,26,Bar-tailed Godwit,Barge rousse,Charadriiformes,Scolopacidae,Limosa,lapponica,0.5384615384615384
605,605,605,354,354,4205,22,1997,2023,26,unid. Lesser Nighthawk / Common Nighthawk,unid Engoulevent minime / Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,acutipennis / minor,0.5384615384615384
606,606,606,252,252,3260,10286,1969,2023,54,Black Vulture,Urubu noir,Cathartiformes,Cathartidae,Coragyps,atratus,0.5370370370370371
607,607,607,349,349,4171,2535,1969,2023,54,Eastern Whip-poor-will,Engoulevent bois-pourri,Caprimulgiformes,Caprimulgidae,Antrostomus,vociferus,0.5370370370370371
608,608,608,363,363,4280,15423,1969,2023,54,Ruby-throated Hummingbird,Colibri à gorge rubis,Apodiformes,Trochilidae,Archilochus,colubris,0.5370370370370371
609,609,609,636,636,6760,5664,1969,2023,54,Louisiana Waterthrush,Paruline hochequeue,Passeriformes,Parulidae,Parkesia,motacilla,0.5370370370370371
610,610,610,43,43,580,1856,1967,2023,56,Laughing Gull,Mouette atricille,Charadriiformes,Laridae,Leucophaeus,atricilla,0.5357142857142857
611,611,611,577,577,6220,12410,1967,2023,56,Loggerhead Shrike,Pie-grièche migratrice,Passeriformes,Laniidae,Lanius,ludovicianus,0.5357142857142857
612,612,612,507,507,5520,14285,1967,2023,56,Lark Sparrow,Bruant à joues marron,Passeriformes,Passerellidae,Chondestes,grammacus,0.5357142857142857
613,613,613,141,141,2001,6862,1967,2023,56,Cattle Egret,Héron garde-boeufs,Pelecaniformes,Ardeidae,Bubulcus,ibis,0.5357142857142857
614,614,614,688,688,7332,8,1997,2012,15,unid. Oak Titmouse / Juniper Titmouse,unid unid Mésange unicolore / Mésange des genévrie,Passeriformes,Paridae,Baeolophus,inornatus / ridgwayi,0.5333333333333333
615,615,615,197,197,2680,10,1997,2014,17,Bristle-thighed Curlew,Courlis d'Alaska,Charadriiformes,Scolopacidae,Numenius,tahitiensis,0.5294117647058824
616,616,616,338,338,4070,2138,1968,2023,55,Acorn Woodpecker,Pic glandivore,Piciformes,Picidae,Melanerpes,formicivorus,0.5272727272727272
617,617,617,590,590,6320,2006,1968,2023,55,Hutton's Vireo,Viréo de Hutton,Passeriformes,Vireonidae,Vireo,huttoni,0.5272727272727272
618,618,618,266,266,3390,13273,1968,2023,55,Red-shouldered Hawk,Buse à épaulettes,Accipitriformes,Accipitridae,Buteo,lineatus,0.5272727272727272
619,619,619,700,700,7420,1724,1968,2023,55,Wrentit,Cama brune,Passeriformes,Sylviidae,Chamaea,fasciata,0.5272727272727272
620,620,620,143,143,2020,1989,1968,2023,55,Black-crowned Night-Heron,Bihoreau gris,Pelecaniformes,Ardeidae,Nycticorax,nycticorax,0.5272727272727272
621,621,621,686,686,7330,1355,1968,2023,55,Oak Titmouse,Mésange unicolore,Passeriformes,Paridae,Baeolophus,inornatus,0.5272727272727272
622,622,622,393,393,4540,8093,1968,2023,55,Ash-throated Flycatcher,Tyran à gorge cendrée,Passeriformes,Tyrannidae,Myiarchus,cinerascens,0.5272727272727272
623,623,623,724,724,7670,3714,1968,2023,55,Western Bluebird,Merlebleu de l'Ouest,Passeriformes,Turdidae,Sialia,mexicana,0.5272727272727272
624,624,624,230,230,3080,1280,1968,2023,55,Sharp-tailed Grouse,Tétras à queue fine,Galliformes,Phasianidae,Tympanuchus,phasianellus,0.5272727272727272
625,625,625,217,217,2940,4625,1968,2023,55,California Quail,Colin de Californie,Galliformes,Odontophoridae,Callipepla,californica,0.5272727272727272
626,626,626,427,427,4812,2703,1968,2023,55,California Scrub-Jay,Geai buissonnier,Passeriformes,Corvidae,Aphelocoma,californica,0.5272727272727272
627,627,627,490,490,5300,4545,1968,2023,55,Lesser Goldfinch,Chardonneret mineur,Passeriformes,Fringillidae,Spinus,psaltria,0.5272727272727272
628,628,628,215,215,2920,1573,1968,2023,55,Mountain Quail,Colin des montagnes,Galliformes,Odontophoridae,Oreortyx,pictus,0.5272727272727272
629,629,629,127,127,1860,585,1969,2023,54,Glossy Ibis,Ibis falcinelle,Pelecaniformes,Threskiornithidae,Plegadis,falcinellus,0.5185185185185185
630,630,630,556,556,6010,5087,1967,2023,56,Painted Bunting,Passerin nonpareil,Passeriformes,Cardinalidae,Passerina,ciris,0.5178571428571429
631,631,631,136,136,1960,8061,1967,2023,56,Great Egret,Grande Aigrette,Pelecaniformes,Ardeidae,Ardea,alba,0.5178571428571429
632,632,632,557,557,6040,13647,1967,2023,56,Dickcissel,Dickcissel d'Amérique,Passeriformes,Cardinalidae,Spiza,americana,0.5178571428571429
633,633,633,544,544,5911,1575,1968,2023,55,California Towhee,Tohi de Californie,Passeriformes,Passerellidae,Melozone,crissalis,0.509090909090909
634,634,634,397,397,4580,1907,1968,2023,55,Black Phoebe,Moucherolle noir,Passeriformes,Tyrannidae,Sayornis,nigricans,0.509090909090909
635,635,635,664,664,7100,660,1968,2023,55,California Thrasher,Moqueur de Californie,Passeriformes,Mimidae,Toxostoma,redivivum,0.509090909090909
636,636,636,326,326,3970,1077,1968,2023,55,Nuttall's Woodpecker,Pic de Nuttall,Piciformes,Picidae,Dryobates,nuttallii,0.509090909090909
637,637,637,10,10,80,10,2005,2023,18,Yellow-billed Loon,Plongeon à bec blanc,Gaviiformes,Gaviidae,Gavia,adamsii,0.5
638,638,638,15,15,140,3,2005,2011,6,Horned Puffin,Macareux cornu,Charadriiformes,Alcidae,Fratercula,corniculata,0.5
639,639,639,696,696,7370,13,1997,2023,26,Mexican Chickadee,Mésange grise,Passeriformes,Paridae,Poecile,sclateri,0.5
640,640,640,53,53,690,1022,1967,2023,56,Forster's Tern,Sterne de Forster,Charadriiformes,Laridae,Sterna,forsteri,0.5
654,641,641,379,379,4430,5036,1967,2023,56,Scissor-tailed Flycatcher,Tyran à longue queue,Passeriformes,Tyrannidae,Tyrannus,forficatus,0.5
653,648,648,57,57,740,555,1967,2023,56,Least Tern,Petite Sterne,Charadriiformes,Laridae,Sternula,antillarum,0.5
652,647,647,531,531,5780,3550,1967,2023,56,Cassin's Sparrow,Bruant de Cassin,Passeriformes,Passerellidae,Peucaea,cassinii,0.5
651,646,646,164,164,2260,1586,1967,2023,56,Black-necked Stilt,Échasse d'Amérique,Charadriiformes,Recurvirostridae,Himantopus,mexicanus,0.5
650,645,645,137,137,1970,2601,1967,2023,56,Snowy Egret,Aigrette neigeuse,Pelecaniformes,Ardeidae,Egretta,thula,0.5
649,644,644,120,120,1770,1540,1967,2023,56,Black-bellied Whistling-Duck,Dendrocygne à ventre noir,Anseriformes,Anatidae,Dendrocygna,autumnalis,0.5
642,653,653,470,470,5130,1863,1967,2023,56,Boat-tailed Grackle,Quiscale des marais,Passeriformes,Icteridae,Quiscalus,major,0.5
643,652,652,365,365,4295,3,2012,2018,6,unid. Ruby-throated / Black-chinned Hummingbird,unid Colibri à gorge rubis / Colibri à gorge noire,Apodiformes,Trochilidae,Archilochus,colubris / alexandri,0.5
644,651,651,121,121,1780,417,1967,2023,56,Fulvous Whistling-Duck,Dendrocygne fauve,Anseriformes,Anatidae,Dendrocygna,bicolor,0.5
645,650,650,19,19,240,2,1997,2001,4,Kittlitz's Murrelet,Guillemot de Kittlitz,Charadriiformes,Alcidae,Brachyramphus,brevirostris,0.5
646,649,649,26,26,360,9,2007,2023,16,Pomarine Jaeger,Labbe pomarin,Charadriiformes,Stercorariidae,Stercorarius,pomarinus,0.5
647,642,642,443,443,4932,11,2002,2022,20,Common Myna,Martin triste,Passeriformes,Sturnidae,Acridotheres,tristis,0.5
648,643,643,598,598,6412,9,1998,2014,16,Brewster's Warbler (Golden-winged x Blue-winged),Paruline de Brewster,Passeriformes,Parulidae,Vermivora,cyanoptera x chrysoptera,0.5
641,654,654,59,59,800,241,1967,2023,56,Black Skimmer,Bec-en-ciseaux noir,Charadriiformes,Laridae,Rynchops,niger,0.5
655,655,655,371,371,4340,316,1968,2023,55,Allen's Hummingbird,Colibri d'Allen,Apodiformes,Trochilidae,Selasphorus,sasin,0.4909090909090909
656,656,656,540,540,5871,70,1972,2023,51,unid. Spotted Towhee / Eastern Towhee,unid Tohi tacheté / Tohi à flancs roux,Passeriformes,Passerellidae,Pipilo,maculatus / erythrophthalmus,0.4901960784313725
663,657,657,139,139,1990,1211,1967,2023,56,Tricolored Heron,Aigrette tricolore,Pelecaniformes,Ardeidae,Egretta,tricolor,0.4821428571428571
662,665,665,125,125,1830,554,1967,2023,56,Roseate Spoonbill,Spatule rosée,Pelecaniformes,Threskiornithidae,Platalea,ajaja,0.4821428571428571
661,659,659,149,149,2080,224,1967,2023,56,King Rail,Râle élégant,Gruiformes,Rallidae,Rallus,elegans,0.4821428571428571
660,660,660,157,157,2180,157,1967,2023,56,Purple Gallinule,Talève violacée,Gruiformes,Rallidae,Porphyrio,martinicus,0.4821428571428571
659,661,661,151,151,2110,484,1967,2023,56,Clapper Rail,Râle tapageur,Gruiformes,Rallidae,Rallus,crepitans,0.4821428571428571
665,658,658,138,138,1980,138,1967,2023,56,Reddish Egret,Aigrette roussâtre,Pelecaniformes,Ardeidae,Egretta,rufescens,0.4821428571428571
657,663,663,129,129,1870,1131,1967,2023,56,White-faced Ibis,Ibis à face blanche,Pelecaniformes,Threskiornithidae,Plegadis,chihi,0.4821428571428571
664,664,664,47,47,630,241,1967,2023,56,Gull-billed Tern,Sterne hansel,Charadriiformes,Laridae,Gelochelidon,nilotica,0.4821428571428571
658,662,662,83,83,1340,872,1967,2023,56,Mottled Duck,Canard brun,Anseriformes,Anatidae,Anas,fulvigula,0.4821428571428571
666,666,666,317,317,3890,16,1998,2023,25,Elegant Trogon,Trogon élégant,Trogoniformes,Trogonidae,Trogon,elegans,0.48
667,667,667,41,41,551,10,1997,2019,22,Black-headed Gull,Mouette rieuse,Charadriiformes,Laridae,Chroicocephalus,ridibundus,0.4545454545454545
668,668,668,375,375,4391,4,2004,2013,9,Violet-crowned Hummingbird,Ariane à couronne violette,Apodiformes,Trochilidae,Ramosomyia,violiceps,0.4444444444444444
669,669,669,227,227,3040,12,1997,2022,25,White-tailed Ptarmigan,Lagopède à queue blanche,Galliformes,Phasianidae,Lagopus,leucura,0.44
670,670,670,67,67,1205,13,2000,2023,23,unid. Neotropic / Double-crested Cormorant,Cormoran vigua / Cormoran à aigrettes,Suliformes,Phalacrocoracidae,Nannopterum,brasilianum / auritum,0.4347826086956521
672,673,673,35,35,495,9,1999,2018,19,hybrid Western Gull x Glaucous-winged Gull,hybride Goéland à ailes grises x d'Audubon,Charadriiformes,Laridae,Larus,occidentalis x glaucescens,0.4210526315789473
673,671,671,448,448,4961,8,1999,2018,19,Shiny Cowbird,Vacher luisant,Passeriformes,Icteridae,Molothrus,bonariensis,0.4210526315789473
671,672,672,709,709,7530,12,2003,2022,19,California Gnatcatcher,Gobemoucheron de Californie,Passeriformes,Polioptilidae,Polioptila,californica,0.4210526315789473
674,674,674,203,203,2770,6,2007,2019,12,Piping Plover,Pluvier siffleur,Charadriiformes,Charadriidae,Charadrius,melodus,0.4166666666666667
676,675,675,242,242,3152,5,1999,2011,12,African Collared-Dove (a.k.a. Ringed Turtle-Dove),Tourterelle rieuse,Columbiformes,Columbidae,Streptopelia,roseogrisea,0.4166666666666667
675,676,676,175,175,2410,5,2011,2023,12,Baird's Sandpiper,Bécasseau de Baird,Charadriiformes,Scolopacidae,Calidris,bairdii,0.4166666666666667
678,677,677,607,607,6490,9,1997,2019,22,Tropical Parula,Paruline à joues noires,Passeriformes,Parulidae,Setophaga,pitiayumi,0.4090909090909091
677,678,678,114,114,1690,10,2001,2023,22,Snow Goose,Oie des neiges,Anseriformes,Anatidae,Anser,caerulescens,0.4090909090909091
680,679,679,146,146,2040,6,2006,2021,15,Whooping Crane,Grue blanche,Gruiformes,Gruidae,Grus,americana,0.4
679,680,680,198,198,2700,8,1998,2018,20,Black-bellied Plover,Pluvier argenté,Charadriiformes,Charadriidae,Pluvialis,squatarola,0.4
682,681,681,241,241,3151,7,2004,2017,13,Spotted Dove,Tourterelle tigrine,Columbiformes,Columbidae,Streptopelia,chinensis,0.3846153846153846
681,682,682,361,361,4260,11,1997,2023,26,Rivoli's Hummingbird,Colibri de Rivoli,Apodiformes,Trochilidae,Eugenes,fulgens,0.3846153846153846
683,683,683,409,409,4665,31,1972,2022,50,unid. Alder Flycatcher / Willow Flycatcher,unid Moucherolle des aulnes / des saules,Passeriformes,Tyrannidae,Empidonax,alnorum / traillii,0.38
684,684,684,458,458,5032,3,2002,2010,8,Spot-breasted Oriole,Oriole maculé,Passeriformes,Icteridae,Icterus,pectoralis,0.375
685,685,685,85,85,1360,6,2001,2018,17,Eurasian Wigeon,Canard siffleur,Anseriformes,Anatidae,Mareca,penelope,0.3529411764705882
686,686,686,446,446,4955,10,1997,2023,26,unid. Bronzed Cowbird / Brown-headed Cowbird,unid Vacher bronzé / à tête brune,Passeriformes,Icteridae,Molothrus,aeneus / ater,0.3461538461538461
687,687,687,483,483,5250,3,1997,2006,9,Black Rosy-Finch,Roselin noir,Passeriformes,Fringillidae,Leucosticte,atrata,0.3333333333333333
688,688,688,111,111,1657,9,2001,2023,22,unid. scoter,unid macreuse sp.,Anseriformes,Anatidae,Melanitta,sp.,0.3181818181818182
689,689,689,573,573,6185,6,2004,2023,19,unid. Cedar Waxwing / Bohemian Waxwing,unid Jaseur sp.,Passeriformes,Bombycillidae,Bombycilla,garrulus / cedrorum,0.3157894736842105
690,690,690,493,493,5340,8,1997,2023,26,Snow Bunting,Plectrophane des neiges,Passeriformes,Calcariidae,Plectrophenax,nivalis,0.3076923076923077
692,691,691,553,553,5986,4,2009,2022,13,hybrid Lazuli Bunting x Indigo Bunting,hybride Passerin azuré x Passerin indigo,Passeriformes,Cardinalidae,Passerina,amoena x cyanea,0.3076923076923077
691,692,692,169,169,2327,5,2000,2013,13,unid. Short-billed / Long-billed Dowitcher,unid Bécassin roux / Bécassin à long bec,Charadriiformes,Scolopacidae,Limnodromus,griseus / scolopaceus,0.3076923076923077
693,693,693,386,386,4462,7,2000,2023,23,unid. Tropical Kingbird / Couch's Kingbird,unid Tyran mélancolique / Tyran de Couch,Passeriformes,Tyrannidae,Tyrannus,melancholicus / couchii,0.3043478260869565
694,694,694,173,173,2390,7,2003,2023,20,Pectoral Sandpiper,Bécasseau à poitrine cendrée,Charadriiformes,Scolopacidae,Calidris,melanotos,0.3
696,695,695,320,320,3910,7,2002,2019,17,Green Kingfisher,Martin-pêcheur vert,Coraciiformes,Alcedinidae,Chloroceryle,americana,0.2941176470588235
695,696,696,46,46,620,6,2006,2023,17,Sabine's Gull,Mouette de Sabine,Charadriiformes,Laridae,Xema,sabini,0.2941176470588235
698,697,697,23,23,310,2,2004,2011,7,Thick-billed Murre,Guillemot de Brünnich,Charadriiformes,Alcidae,Uria,lomvia,0.2857142857142857
697,698,698,150,150,2090,3,2011,2018,7,unid. Clapper / King Rail,unid Râle élégant / Râle Gris,Gruiformes,Rallidae,Rallus,crepitans / elegans,0.2857142857142857
699,699,699,300,300,3760,3,2011,2022,11,Snowy Owl,Harfang des neiges,Strigiformes,Strigidae,Bubo,scandiacus,0.2727272727272727
702,700,700,373,373,4370,3,2006,2018,12,Lucifer Hummingbird,Colibri lucifer,Apodiformes,Trochilidae,Calothorax,lucifer,0.25
701,701,701,310,310,3830,5,1999,2015,16,Smooth-billed Ani,Ani à bec lisse,Cuculiformes,Cuculidae,Crotophaga,ani,0.25
700,702,702,304,304,3800,4,1998,2014,16,Ferruginous Pygmy-Owl,Chevêchette brune,Strigiformes,Strigidae,Glaucidium,brasilianum,0.25
703,703,703,694,694,7354,5,1998,2019,21,unid. Black-capped Chickadee / Boreal Chickadee,unid Mésange à tête noire / Mésange à tête brune,Passeriformes,Paridae,Poecile,atricapillus / hudsonicus,0.238095238095238
704,704,704,586,586,6295,19,1968,2023,55,unid. Cassin's Vireo / Blue-headed Vireo,unid Viréo de Cassin / Viréo à tête bleue,Passeriformes,Vireonidae,Vireo,cassinii / solitarius,0.2363636363636363
705,705,705,587,587,6296,6,1997,2023,26,unid. Plumbeous Vireo / Cassin's Vireo,unid Viréo plombé / Viréo de Cassin,Passeriformes,Vireonidae,Vireo,plumbeus / cassinii,0.2307692307692307
706,706,706,306,306,3822,2,1999,2008,9,Budgerigar,Perruche ondulée,Psittaciformes,Psittaculidae,Melopsittacus,undulatus,0.2222222222222222
707,707,707,168,168,2320,6,2004,2023,19,Long-billed Dowitcher,Bécassin à long bec,Charadriiformes,Scolopacidae,Limnodromus,scolopaceus,0.2105263157894736
708,708,708,108,108,1620,4,2004,2023,19,King Eider,Eider à tête grise,Anseriformes,Anatidae,Somateria,spectabilis,0.2105263157894736
709,709,709,457,457,5031,6,1997,2023,26,Altamira Oriole,Oriole à gros bec,Passeriformes,Icteridae,Icterus,gularis,0.1923076923076923
710,710,710,319,319,3901,5,1998,2022,24,Ringed Kingfisher,Martin-pêcheur à ventre roux,Coraciiformes,Alcedinidae,Megaceryle,torquata,0.1666666666666666
711,711,711,238,238,3130,3,1997,2021,24,Red-billed Pigeon,Pigeon à bec rouge,Columbiformes,Columbidae,Patagioenas,flavirostris,0.125
712,712,712,247,247,3201,2,2003,2021,18,Ruddy Ground Dove,Colombe rousse,Columbiformes,Columbidae,Columbina,talpacoti,0.1111111111111111
